company_id,year,borrowings,reserves,equity_capital,debt_to_equity
ABB,Dec 2012,0,626,21.0,0.0
ABB,Mar 2014,0,767,21.0,0.0
ABB,Mar 2015,0,916,21.0,0.0
ABB,Mar 2016,0,1174,21.0,0.0
ABB,Mar 2017,0,1366,21.0,0.0
ABB,Mar 2018,0,1672,21.0,0.0
ABB,Mar 2019,0,1987,21.0,0.0
ABB,Mar 2020,175,2410,21.0,0.07
ABB,Mar 2021,153,2581,21.0,0.06
ABB,Mar 2022,152,2799,21.0,0.05
ABB,Mar 2023,113,3167,21.0,0.04
ABB,Mar 2024,83,3678,21.0,0.02
ABB,Sep 2024,60,3500,21.0,0.02
ADANIENSOL,Mar 2014,0,0,0.1,0.0
ADANIENSOL,Mar 2015,9701,-7,1090.0,8.96
ADANIENSOL,Mar 2016,8585,1572,1100.0,3.21
ADANIENSOL,Mar 2017,8975,1847,1100.0,3.05
ADANIENSOL,Mar 2018,10428,4957,1100.0,1.72
ADANIENSOL,Mar 2019,20137,6943,1100.0,2.5
ADANIENSOL,Mar 2020,24246,7399,1100.0,2.85
ADANIENSOL,Mar 2021,27095,7819,1100.0,3.04
ADANIENSOL,Mar 2022,29902,8813,1100.0,3.02
ADANIENSOL,Mar 2023,34270,10634,1115.0,2.92
ADANIENSOL,Mar 2024,37070,11526,1115.0,2.93
ADANIENSOL,Sep 2024,39009,19784,1201.0,1.86
ADANIENT,Mar 2013,69332,21286,110.0,3.24
ADANIENT,Mar 2014,71980,23647,110.0,3.03
ADANIENT,Mar 2015,83571,25618,110.0,3.25
ADANIENT,Mar 2016,19169,13268,110.0,1.43
ADANIENT,Mar 2017,20846,14026,110.0,1.47
ADANIENT,Mar 2018,17637,14979,110.0,1.17
ADANIENT,Mar 2019,11243,14646,110.0,0.76
ADANIENT,Mar 2020,12419,16837,110.0,0.73
ADANIENT,Mar 2021,16227,17049,110.0,0.95
ADANIENT,Mar 2022,41604,22147,110.0,1.87
ADANIENT,Mar 2023,53200,32937,114.0,1.61
ADANIENT,Mar 2024,65310,38962,114.0,1.67
ADANIENT,Sep 2024,80427,41782,114.0,1.92
ADANIGREEN,Mar 2017,4347,-71,1274.0,3.61
ADANIGREEN,Mar 2018,9864,-223,1564.0,7.36
ADANIGREEN,Mar 2019,11142,369,1564.0,5.76
ADANIGREEN,Mar 2020,14866,793,1564.0,6.31
ADANIGREEN,Mar 2021,24209,636,1564.0,11.0
ADANIGREEN,Mar 2022,52832,1050,1564.0,20.21
ADANIGREEN,Mar 2023,54223,5720,1584.0,7.42
ADANIGREEN,Mar 2024,64858,8250,1584.0,6.6
ADANIGREEN,Sep 2024,67430,8992,1584.0,6.38
ADANIPORTS,Mar 2013,11620,5993,401.0,1.82
ADANIPORTS,Mar 2014,12979,8351,414.0,1.48
ADANIPORTS,Mar 2015,17776,10351,414.0,1.65
ADANIPORTS,Mar 2016,22342,13091,414.0,1.65
ADANIPORTS,Mar 2017,22214,17112,414.0,1.27
ADANIPORTS,Mar 2018,22370,20489,414.0,1.07
ADANIPORTS,Mar 2019,27712,23958,414.0,1.14
ADANIPORTS,Mar 2020,30242,25051,406.0,1.19
ADANIPORTS,Mar 2021,35855,30035,406.0,1.18
ADANIPORTS,Mar 2022,47935,41399,422.0,1.15
ADANIPORTS,Mar 2023,53434,44957,432.0,1.18
ADANIPORTS,Mar 2024,49470,52346,432.0,0.94
ADANIPORTS,Sep 2024,50485,56744,432.0,0.88
ADANIPOWER,Mar 2013,41795,1900,2393.0,9.74
ADANIPOWER,Mar 2014,44150,3671,2872.0,6.75
ADANIPOWER,Mar 2015,44742,2853,2872.0,7.82
ADANIPOWER,Mar 2016,52729,4134,3334.0,7.06
ADANIPOWER,Mar 2017,52484,-857,3857.0,17.49
ADANIPOWER,Mar 2018,52835,-2968,3857.0,59.43
ADANIPOWER,Mar 2019,46980,3855,3857.0,6.09
ADANIPOWER,Mar 2020,55199,2624,3857.0,8.52
ADANIPOWER,Mar 2021,52519,9256,3857.0,4.01
ADANIPOWER,Mar 2022,49145,14600,3857.0,2.66
ADANIPOWER,Mar 2023,42350,26019,3857.0,1.42
ADANIPOWER,Mar 2024,34616,39288,3857.0,0.8
ADANIPOWER,Sep 2024,37705,52097,3857.0,0.67
AMBUJACEM,Dec 2012,60,8489,308.0,0.01
AMBUJACEM,Dec 2013,48,9153,309.0,0.01
AMBUJACEM,Dec 2014,34,9760,310.0,0.0
AMBUJACEM,Dec 2015,35,9961,310.0,0.0
AMBUJACEM,Dec 2016,29,19424,397.0,0.0
AMBUJACEM,Dec 2017,24,20275,397.0,0.0
AMBUJACEM,Dec 2018,40,21973,397.0,0.0
AMBUJACEM,Dec 2019,41,23681,397.0,0.0
AMBUJACEM,Dec 2020,471,22360,397.0,0.02
AMBUJACEM,Dec 2021,477,24957,397.0,0.02
AMBUJACEM,Mar 2023,523,31301,397.0,0.02
AMBUJACEM,Mar 2024,699,41016,440.0,0.02
AMBUJACEM,Sep 2024,779,49883,493.0,0.02
APOLLOHOSP,Mar 2013,1213,2677,70.0,0.44
APOLLOHOSP,Mar 2014,1344,2907,70.0,0.45
APOLLOHOSP,Mar 2015,1992,3102,70.0,0.63
APOLLOHOSP,Mar 2016,2834,3262,70.0,0.85
APOLLOHOSP,Mar 2017,3125,3244,70.0,0.94
APOLLOHOSP,Mar 2018,3427,3182,70.0,1.05
APOLLOHOSP,Mar 2019,3673,3264,70.0,1.1
APOLLOHOSP,Mar 2020,3596,3270,70.0,1.08
APOLLOHOSP,Mar 2021,4160,4531,72.0,0.9
APOLLOHOSP,Mar 2022,4068,5551,72.0,0.72
APOLLOHOSP,Mar 2023,4332,6126,72.0,0.7
APOLLOHOSP,Mar 2024,5333,6864,72.0,0.77
APOLLOHOSP,Sep 2024,7371,7429,72.0,0.98
ASIANPAINT,Mar 2013,251,3288,96.0,0.07
ASIANPAINT,Mar 2014,249,3943,96.0,0.06
ASIANPAINT,Mar 2015,418,4646,96.0,0.09
ASIANPAINT,Mar 2016,323,6429,96.0,0.05
ASIANPAINT,Mar 2017,560,7508,96.0,0.07
ASIANPAINT,Mar 2018,533,8314,96.0,0.06
ASIANPAINT,Mar 2019,1320,9375,96.0,0.14
ASIANPAINT,Mar 2020,1118,10034,96.0,0.11
ASIANPAINT,Mar 2021,1093,12710,96.0,0.09
ASIANPAINT,Mar 2022,1587,13716,96.0,0.11
ASIANPAINT,Mar 2023,1933,15896,96.0,0.12
ASIANPAINT,Mar 2024,2474,18632,96.0,0.13
ASIANPAINT,Sep 2024,2516,17928,96.0,0.14
ASIANPAINT,Mar 2013,251,3288,96.0,0.07
ASIANPAINT,Mar 2014,249,3943,96.0,0.06
ASIANPAINT,Mar 2015,418,4646,96.0,0.09
ASIANPAINT,Mar 2016,323,6429,96.0,0.05
ASIANPAINT,Mar 2017,560,7508,96.0,0.07
ASIANPAINT,Mar 2018,533,8314,96.0,0.06
ASIANPAINT,Mar 2019,1320,9375,96.0,0.14
ASIANPAINT,Mar 2020,1118,10034,96.0,0.11
ASIANPAINT,Mar 2021,1093,12710,96.0,0.09
ASIANPAINT,Mar 2022,1587,13716,96.0,0.11
ASIANPAINT,Mar 2023,1933,15896,96.0,0.12
ASIANPAINT,Mar 2024,2474,18632,96.0,0.13
ASIANPAINT,Sep 2024,2516,17928,96.0,0.14
ATGL,Mar 2018,1345,759,257.0,1.32
ATGL,Mar 2019,394,992,110.0,0.36
ATGL,Mar 2020,428,1361,110.0,0.29
ATGL,Mar 2021,529,1824,110.0,0.27
ATGL,Mar 2022,1035,2306,110.0,0.43
ATGL,Mar 2023,1422,2831,110.0,0.48
ATGL,Mar 2024,1557,3470,110.0,0.43
ATGL,Sep 2024,1457,3801,110.0,0.37
AXISBANK,Mar 2013,296254,32690,468.0,8.93
AXISBANK,Mar 2014,333280,37926,470.0,8.68
AXISBANK,Mar 2015,406638,44475,474.0,9.05
AXISBANK,Mar 2016,472150,53082,477.0,8.82
AXISBANK,Mar 2017,527437,55901,479.0,9.36
AXISBANK,Mar 2018,611425,63694,513.0,9.52
AXISBANK,Mar 2019,711996,67288,514.0,10.5
AXISBANK,Mar 2020,797337,85776,564.0,9.23
AXISBANK,Mar 2021,850551,102981,613.0,8.21
AXISBANK,Mar 2022,1020943,117647,614.0,8.63
AXISBANK,Mar 2023,1152038,129166,615.0,8.88
AXISBANK,Mar 2024,1295302,156406,617.0,8.25
BAJAJ-AUTO,Mar 2013,116,7776,289.0,0.01
BAJAJ-AUTO,Mar 2014,59,9878,289.0,0.01
BAJAJ-AUTO,Mar 2015,112,10806,289.0,0.01
BAJAJ-AUTO,Mar 2016,118,13731,289.0,0.01
BAJAJ-AUTO,Mar 2017,120,17567,289.0,0.01
BAJAJ-AUTO,Mar 2018,121,20136,289.0,0.01
BAJAJ-AUTO,Mar 2019,125,22944,289.0,0.01
BAJAJ-AUTO,Mar 2020,126,21373,289.0,0.01
BAJAJ-AUTO,Mar 2021,121,26984,289.0,0.0
BAJAJ-AUTO,Mar 2022,123,29570,289.0,0.0
BAJAJ-AUTO,Mar 2023,124,29079,283.0,0.0
BAJAJ-AUTO,Mar 2024,1912,28683,279.0,0.07
BAJAJ-AUTO,Sep 2024,5245,30700,279.0,0.17
BAJAJFINSV,Mar 2013,12991,7722,80.0,1.67
BAJAJFINSV,Mar 2014,19507,9232,80.0,2.09
BAJAJFINSV,Mar 2015,26312,11009,80.0,2.37
BAJAJFINSV,Mar 2016,36062,13519,80.0,2.65
BAJAJFINSV,Mar 2017,48282,16071,80.0,2.99
BAJAJFINSV,Mar 2018,65695,20403,80.0,3.21
BAJAJFINSV,Mar 2019,99754,23660,80.0,4.2
BAJAJFINSV,Mar 2020,127212,31222,80.0,4.06
BAJAJFINSV,Mar 2021,128461,35750,80.0,3.59
BAJAJFINSV,Mar 2022,161179,40167,80.0,4.0
BAJAJFINSV,Mar 2023,212265,46248,159.0,4.57
BAJAJFINSV,Mar 2024,288933,60169,159.0,4.79
BAJAJFINSV,Sep 2024,318675,68165,160.0,4.66
BAJAJHLDNG,Mar 2013,0,10234,111.0,0.0
BAJAJHLDNG,Mar 2014,0,11888,111.0,0.0
BAJAJHLDNG,Mar 2015,0,13282,111.0,0.0
BAJAJHLDNG,Mar 2016,0,15182,111.0,0.0
BAJAJHLDNG,Mar 2017,0,17707,111.0,0.0
BAJAJHLDNG,Mar 2018,0,25090,111.0,0.0
BAJAJHLDNG,Mar 2019,0,26841,111.0,0.0
BAJAJHLDNG,Mar 2020,168,27652,111.0,0.01
BAJAJHLDNG,Mar 2021,136,37056,111.0,0.0
BAJAJHLDNG,Mar 2022,114,42731,111.0,0.0
BAJAJHLDNG,Mar 2023,93,44071,111.0,0.0
BAJAJHLDNG,Mar 2024,63,54136,111.0,0.0
BAJAJHLDNG,Sep 2024,47,59712,111.0,0.0
BAJFINANCE,Mar 2015,26655,4750,50.0,5.55
BAJFINANCE,Mar 2016,37025,7373,54.0,4.99
BAJFINANCE,Mar 2017,49250,9491,109.0,5.13
BAJFINANCE,Mar 2018,66557,15733,115.0,4.2
BAJFINANCE,Mar 2019,101588,19582,115.0,5.16
BAJFINANCE,Mar 2020,129806,32208,120.0,4.02
BAJFINANCE,Mar 2021,131634,36798,120.0,3.57
BAJFINANCE,Mar 2022,165232,43592,121.0,3.78
BAJFINANCE,Mar 2023,216690,54251,121.0,3.99
BAJFINANCE,Mar 2024,293346,76572,124.0,3.82
BAJFINANCE,Sep 2024,324218,86679,124.0,3.74
BANKBARODA,Mar 2013,509192,32859,423.0,15.3
BANKBARODA,Mar 2014,616973,37416,431.0,16.3
BANKBARODA,Mar 2015,665483,41574,444.0,15.84
BANKBARODA,Mar 2016,620536,42041,462.0,14.6
BANKBARODA,Mar 2017,648499,42605,462.0,15.06
BANKBARODA,Mar 2018,672311,46036,530.0,14.44
BANKBARODA,Mar 2019,734456,54466,530.0,13.35
BANKBARODA,Mar 2020,1068981,75179,925.0,14.05
BANKBARODA,Mar 2021,1067173,81354,1036.0,12.95
BANKBARODA,Mar 2022,1185331,90833,1036.0,12.9
BANKBARODA,Mar 2023,1342592,104019,1036.0,12.78
BANKBARODA,Mar 2024,1453761,118677,1036.0,12.14
BEL,Mar 2013,24,4,2.0,4.0
BEL,Mar 2014,21,5,2.0,3.0
BEL,Mar 2015,26,5,2.0,3.71
BEL,Mar 2016,25,3,9.0,2.08
BEL,Mar 2017,29,6,9.0,1.93
BEL,Mar 2018,48,21,10.0,1.55
BEL,Mar 2019,47,38,11.0,0.96
BEL,Mar 2020,44,44,11.0,0.8
BEL,Mar 2021,49,48,11.0,0.83
BEL,Mar 2022,58,58,11.0,0.84
BEL,Mar 2023,39,64,11.0,0.52
BEL,Mar 2024,43,73,11.0,0.51
BEL,Sep 2024,78,80,11.0,0.86
BHARTIARTL,Mar 2013,66736,48423,1899.0,1.33
BHARTIARTL,Mar 2014,75896,57757,1999.0,1.27
BHARTIARTL,Mar 2015,83415,37778,1999.0,2.1
BHARTIARTL,Mar 2016,100646,64771,1999.0,1.51
BHARTIARTL,Mar 2017,107288,65458,1999.0,1.59
BHARTIARTL,Mar 2018,111334,67536,1999.0,1.6
BHARTIARTL,Mar 2019,125428,69424,1999.0,1.76
BHARTIARTL,Mar 2020,148228,74417,2728.0,1.92
BHARTIARTL,Mar 2021,162785,56207,2746.0,2.76
BHARTIARTL,Mar 2022,169678,63759,2795.0,2.55
BHARTIARTL,Mar 2023,226020,74726,2837.0,2.91
BHARTIARTL,Mar 2024,215592,79742,2877.0,2.61
BHARTIARTL,Sep 2024,225541,84202,2896.0,2.59
BHEL,Mar 2013,2698,30059,490.0,0.09
BHEL,Mar 2014,4693,32681,490.0,0.14
BHEL,Mar 2015,1889,33717,490.0,0.06
BHEL,Mar 2016,211,31825,490.0,0.01
BHEL,Mar 2017,156,31899,490.0,0.0
BHEL,Mar 2018,110,31601,734.0,0.0
BHEL,Mar 2019,2598,30208,696.0,0.08
BHEL,Mar 2020,5080,27964,696.0,0.18
BHEL,Mar 2021,4951,25287,696.0,0.19
BHEL,Mar 2022,4830,25810,696.0,0.18
BHEL,Mar 2023,5454,23682,696.0,0.22
BHEL,Mar 2024,8856,23742,696.0,0.36
BHEL,Sep 2024,9128,23503,696.0,0.38
BOSCHLTD,Dec 2012,230,5542,31.0,0.04
BOSCHLTD,Dec 2013,183,6263,31.0,0.03
BOSCHLTD,Mar 2015,111,7316,31.0,0.02
BOSCHLTD,Mar 2016,50,9504,31.0,0.01
BOSCHLTD,Mar 2017,0,8769,30.0,0.0
BOSCHLTD,Mar 2018,0,9951,30.0,0.0
BOSCHLTD,Mar 2019,0,9097,30.0,0.0
BOSCHLTD,Mar 2020,74,9240,30.0,0.01
BOSCHLTD,Mar 2021,54,9793,30.0,0.01
BOSCHLTD,Mar 2022,73,10658,30.0,0.01
BOSCHLTD,Mar 2023,53,10983,30.0,0.0
BOSCHLTD,Mar 2024,39,12034,30.0,0.0
BOSCHLTD,Sep 2024,31,12708,30.0,0.0
BPCL,Mar 2013,33157,16052,723.0,1.98
BPCL,Mar 2014,33152,18717,723.0,1.71
BPCL,Mar 2015,25492,21839,723.0,1.13
BPCL,Mar 2016,23388,27138,656.0,0.84
BPCL,Mar 2017,35725,29508,1311.0,1.16
BPCL,Mar 2018,37659,34652,1967.0,1.03
BPCL,Mar 2019,44839,36798,1967.0,1.16
BPCL,Mar 2020,65476,34565,1967.0,1.79
BPCL,Mar 2021,54532,51462,2093.0,1.02
BPCL,Mar 2022,64534,49776,2129.0,1.24
BPCL,Mar 2023,69376,51393,2129.0,1.3
BPCL,Mar 2024,54599,73499,2136.0,0.72
BPCL,Sep 2024,58880,72835,4273.0,0.76
BRITANNIA,Mar 2013,380,534,24.0,0.68
BRITANNIA,Mar 2014,150,774,24.0,0.19
BRITANNIA,Mar 2015,145,1221,24.0,0.12
BRITANNIA,Mar 2016,131,2068,24.0,0.06
BRITANNIA,Mar 2017,125,2672,24.0,0.05
BRITANNIA,Mar 2018,201,3382,24.0,0.06
BRITANNIA,Mar 2019,156,4229,24.0,0.04
BRITANNIA,Mar 2020,1538,4379,24.0,0.35
BRITANNIA,Mar 2021,2122,3524,24.0,0.6
BRITANNIA,Mar 2022,2481,2534,24.0,0.97
BRITANNIA,Mar 2023,2997,3510,24.0,0.85
BRITANNIA,Mar 2024,2065,3917,24.0,0.52
BRITANNIA,Sep 2024,2754,3186,24.0,0.86
CANBK,Mar 2013,376040,24733,443.0,14.94
CANBK,Mar 2014,447913,29715,461.0,14.84
CANBK,Mar 2015,499488,32017,475.0,15.37
CANBK,Mar 2016,506712,31867,543.0,15.63
CANBK,Mar 2017,534858,34088,597.0,15.42
CANBK,Mar 2018,563756,36164,733.0,15.28
CANBK,Mar 2019,640166,36936,753.0,16.99
CANBK,Mar 2020,668170,40176,1030.0,16.22
CANBK,Mar 2021,1060998,60763,1647.0,17.0
CANBK,Mar 2022,1132626,68147,1814.0,16.19
CANBK,Mar 2023,1237160,76240,1814.0,15.85
CANBK,Mar 2024,1369780,90319,1814.0,14.87
CHOLAFIN,Mar 2013,15269,1809,143.0,7.82
CHOLAFIN,Mar 2014,18075,2144,143.0,7.9
CHOLAFIN,Mar 2015,19950,2531,144.0,7.46
CHOLAFIN,Mar 2016,22546,3514,156.0,6.14
CHOLAFIN,Mar 2017,24071,4142,156.0,5.6
CHOLAFIN,Mar 2018,38330,4969,156.0,7.48
CHOLAFIN,Mar 2019,50567,6052,156.0,8.15
CHOLAFIN,Mar 2020,55005,8036,164.0,6.71
CHOLAFIN,Mar 2021,63730,9436,164.0,6.64
CHOLAFIN,Mar 2022,69174,11605,164.0,5.88
CHOLAFIN,Mar 2023,97358,14182,164.0,6.79
CHOLAFIN,Mar 2024,134475,19425,168.0,6.86
CHOLAFIN,Sep 2024,157943,21243,168.0,7.38
CIPLA,Mar 2013,967,8858,161.0,0.11
CIPLA,Mar 2014,1248,9890,161.0,0.12
CIPLA,Mar 2015,1703,10641,161.0,0.16
CIPLA,Mar 2016,5202,11356,161.0,0.45
CIPLA,Mar 2017,4113,12383,161.0,0.33
CIPLA,Mar 2018,4098,14068,161.0,0.29
CIPLA,Mar 2019,4316,14851,161.0,0.29
CIPLA,Mar 2020,2816,15602,161.0,0.18
CIPLA,Mar 2021,2014,18165,161.0,0.11
CIPLA,Mar 2022,1056,20680,161.0,0.05
CIPLA,Mar 2023,803,23246,161.0,0.03
CIPLA,Mar 2024,559,26545,161.0,0.02
CIPLA,Sep 2024,461,28201,162.0,0.02
COALINDIA,Mar 2013,1305,42156,6316.0,0.03
COALINDIA,Mar 2014,178,36088,6316.0,0.0
COALINDIA,Mar 2015,408,34037,6316.0,0.01
COALINDIA,Mar 2016,1199,28517,6316.0,0.03
COALINDIA,Mar 2017,3014,18311,6207.0,0.12
COALINDIA,Mar 2018,1538,13971,6207.0,0.08
COALINDIA,Mar 2019,2210,20292,6163.0,0.08
COALINDIA,Mar 2020,6434,25994,6163.0,0.2
COALINDIA,Mar 2021,5884,30355,6163.0,0.16
COALINDIA,Mar 2022,3514,36980,6163.0,0.08
COALINDIA,Mar 2023,4331,54680,6163.0,0.07
COALINDIA,Mar 2024,6523,76567,6163.0,0.08
COALINDIA,Sep 2024,7816,90034,6163.0,0.08
DABUR,Mar 2013,1151,1921,174.0,0.55
DABUR,Mar 2014,708,2482,174.0,0.27
DABUR,Mar 2015,734,3178,176.0,0.22
DABUR,Mar 2016,805,3995,176.0,0.19
DABUR,Mar 2017,975,4671,176.0,0.2
DABUR,Mar 2018,938,5530,176.0,0.16
DABUR,Mar 2019,699,5455,177.0,0.12
DABUR,Mar 2020,522,6429,177.0,0.08
DABUR,Mar 2021,509,7487,177.0,0.07
DABUR,Mar 2022,1030,8205,177.0,0.12
DABUR,Mar 2023,1174,8796,177.0,0.13
DABUR,Mar 2024,1365,9689,177.0,0.14
DABUR,Sep 2024,1752,10185,177.0,0.17
DIVISLAB,Mar 2013,33,2474,27.0,0.01
DIVISLAB,Mar 2014,18,2937,27.0,0.01
DIVISLAB,Mar 2015,27,3469,27.0,0.01
DIVISLAB,Mar 2016,42,4240,53.0,0.01
DIVISLAB,Mar 2017,36,5304,53.0,0.01
DIVISLAB,Mar 2018,63,5872,53.0,0.01
DIVISLAB,Mar 2019,106,6904,53.0,0.02
DIVISLAB,Mar 2020,39,7257,53.0,0.01
DIVISLAB,Mar 2021,5,9242,53.0,0.0
DIVISLAB,Mar 2022,4,11675,53.0,0.0
DIVISLAB,Mar 2023,4,12714,53.0,0.0
DIVISLAB,Mar 2024,3,13518,53.0,0.0
DIVISLAB,Sep 2024,8,13664,53.0,0.0
DLF,Mar 2013,26600,25389,340.0,1.03
DLF,Mar 2014,24133,27039,356.0,0.88
DLF,Mar 2015,24495,27013,356.0,0.89
DLF,Mar 2016,25264,23712,357.0,1.05
DLF,Mar 2017,29202,24216,357.0,1.19
DLF,Mar 2018,17491,34954,357.0,0.5
DLF,Mar 2019,17222,33135,441.0,0.51
DLF,Mar 2020,8103,33952,495.0,0.24
DLF,Mar 2021,6886,34849,495.0,0.19
DLF,Mar 2022,4182,35867,495.0,0.12
DLF,Mar 2023,3334,37192,495.0,0.09
DLF,Mar 2024,4834,38936,495.0,0.12
DLF,Sep 2024,4290,39732,495.0,0.11
DMART,Mar 2013,526,245,544.0,0.67
DMART,Mar 2014,641,409,547.0,0.67
DMART,Mar 2015,904,638,562.0,0.75
DMART,Mar 2016,1192,959,562.0,0.78
DMART,Mar 2017,1497,3218,624.0,0.39
DMART,Mar 2018,439,4045,624.0,0.09
DMART,Mar 2019,700,4963,624.0,0.13
DMART,Mar 2020,333,10432,648.0,0.03
DMART,Mar 2021,393,11536,648.0,0.03
DMART,Mar 2022,647,13030,648.0,0.05
DMART,Mar 2023,643,15430,648.0,0.04
DMART,Mar 2024,592,18047,651.0,0.03
DMART,Sep 2024,713,19487,651.0,0.04
DRREDDY,Mar 2013,3682,6284,85.0,0.58
DRREDDY,Mar 2014,4477,7780,85.0,0.57
DRREDDY,Mar 2015,4314,9768,85.0,0.44
DRREDDY,Mar 2016,3352,12484,85.0,0.27
DRREDDY,Mar 2017,4918,12179,83.0,0.4
DRREDDY,Mar 2018,5071,12489,83.0,0.4
DRREDDY,Mar 2019,3838,13941,83.0,0.27
DRREDDY,Mar 2020,2210,15516,83.0,0.14
DRREDDY,Mar 2021,3031,17558,83.0,0.17
DRREDDY,Mar 2022,3384,19129,83.0,0.18
DRREDDY,Mar 2023,1347,23203,83.0,0.06
DRREDDY,Mar 2024,2002,28171,83.0,0.07
DRREDDY,Sep 2024,4854,30666,83.0,0.16
EICHERMOT,Dec 2012,23,1728,27.0,0.01
EICHERMOT,Dec 2013,84,2028,27.0,0.04
EICHERMOT,Dec 2014,58,2489,27.0,0.02
EICHERMOT,Mar 2016,23,3626,27.0,0.01
EICHERMOT,Mar 2017,112,5318,27.0,0.02
EICHERMOT,Mar 2018,151,7003,27.0,0.02
EICHERMOT,Mar 2019,187,8891,27.0,0.02
EICHERMOT,Mar 2020,249,9954,27.0,0.02
EICHERMOT,Mar 2021,219,11411,27.0,0.02
EICHERMOT,Mar 2022,108,12581,27.0,0.01
EICHERMOT,Mar 2023,288,14963,27.0,0.02
EICHERMOT,Mar 2024,419,18018,27.0,0.02
EICHERMOT,Sep 2024,404,18952,27.0,0.02
GAIL,Mar 2013,16472,27526,1268.0,0.57
GAIL,Mar 2014,18537,31188,1268.0,0.57
GAIL,Mar 2015,18291,32754,1268.0,0.54
GAIL,Mar 2016,9052,35135,1268.0,0.25
GAIL,Mar 2017,6553,37614,1691.0,0.17
GAIL,Mar 2018,3876,39424,2255.0,0.09
GAIL,Mar 2019,2224,43749,2255.0,0.05
GAIL,Mar 2020,6912,44758,4510.0,0.14
GAIL,Mar 2021,7873,48742,4440.0,0.15
GAIL,Mar 2022,9216,59674,4440.0,0.14
GAIL,Mar 2023,17816,58352,6575.0,0.27
GAIL,Mar 2024,21794,70422,6575.0,0.28
GAIL,Sep 2024,19632,77234,6575.0,0.23
GODREJCP,Mar 2013,2456,3279,34.0,0.74
GODREJCP,Mar 2014,2373,3741,34.0,0.63
GODREJCP,Mar 2015,2717,4277,34.0,0.63
