company_id,year,sales,operating_profit,net_profit,opm_percentage,eps,net_profit_margin,operating_margin,eps_growth,profit_growth
SIEMENS,Sep 2024,22240,3104.0,2718,14.0,76.0,12.22,13.96,38.18,38.53
SUNPHARMA,Mar 2013,11131,4784.0,3469,43.0,14.0,31.17,42.98,,
SUNPHARMA,Mar 2014,16080,7003.0,3879,44.0,15.0,24.12,43.55,7.14,11.82
SUNPHARMA,Mar 2015,27392,7894.0,5476,29.0,22.0,19.99,28.82,46.67,41.17
SUNPHARMA,Mar 2016,28487,8174.0,5658,29.0,19.0,19.86,28.69,-13.64,3.32
SUNPHARMA,Mar 2017,31578,10102.0,7846,32.0,29.0,24.85,31.99,52.63,38.67
SUNPHARMA,Mar 2018,26489,5631.0,2542,21.0,9.0,9.6,21.26,-68.97,-67.6
SUNPHARMA,Mar 2019,29066,6377.0,3208,22.0,11.0,11.04,21.94,22.22,26.2
SUNPHARMA,Mar 2020,32838,6983.0,4172,21.0,16.0,12.7,21.26,45.45,30.05
SUNPHARMA,Mar 2021,33498,8470.0,2272,25.0,12.0,6.78,25.29,-25.0,-45.54
SUNPHARMA,Mar 2022,38654,10258.0,3389,27.0,14.0,8.77,26.54,16.67,49.16
SUNPHARMA,Mar 2023,43886,11650.0,8513,27.0,35.0,19.4,26.55,150.0,151.2
SUNPHARMA,Mar 2024,48497,13018.0,9610,28.0,40.0,19.82,26.84,14.29,12.89
SUNPHARMA,TTM,50308,14059.0,11117,27.0,46.0,22.1,27.95,15.0,15.68
TATACONSUM,Mar 2013,7351,770.0,445,10.0,6.0,6.05,10.47,,
TATACONSUM,Mar 2014,7738,752.0,510,10.0,7.0,6.59,9.72,16.67,14.61
TATACONSUM,Mar 2015,7993,792.0,273,10.0,4.0,3.42,9.91,-42.86,-46.47
TATACONSUM,Mar 2016,6637,366.0,-37,6.0,0.0,-0.56,5.51,-100.0,-113.55
TATACONSUM,Mar 2017,6780,791.0,455,12.0,6.0,6.71,11.67,inf,-1329.73
TATACONSUM,Mar 2018,6815,839.0,556,12.0,8.0,8.16,12.31,33.33,22.2
TATACONSUM,Mar 2019,7252,786.0,457,11.0,6.0,6.3,10.84,-25.0,-17.81
TATACONSUM,Mar 2020,9637,1292.0,460,13.0,5.0,4.77,13.41,-16.67,0.66
TATACONSUM,Mar 2021,11602,1544.0,930,13.0,9.0,8.02,13.31,80.0,102.17
TATACONSUM,Mar 2022,12425,1719.0,1015,14.0,10.0,8.17,13.84,11.11,9.14
TATACONSUM,Mar 2023,13783,1856.0,1320,13.0,12.0,9.58,13.47,20.0,30.05
TATACONSUM,Mar 2024,15206,2284.0,1215,15.0,12.0,7.99,15.02,0.0,-7.95
TATACONSUM,TTM,16297,2496.0,1170,15.0,12.0,7.18,15.32,0.0,-3.7
TATAMOTORS,Mar 2013,188793,24596.0,9976,13.0,35.0,5.28,13.03,,
TATAMOTORS,Mar 2014,232834,34853.0,14050,15.0,48.0,6.03,14.97,37.14,40.84
TATAMOTORS,Mar 2015,263159,39239.0,14073,15.0,48.0,5.35,14.91,0.0,0.16
TATAMOTORS,Mar 2016,273046,38395.0,11678,14.0,40.0,4.28,14.06,-16.67,-17.02
TATAMOTORS,Mar 2017,269693,29589.0,7557,11.0,26.0,2.8,10.97,-35.0,-35.29
TATAMOTORS,Mar 2018,291550,31458.0,9091,11.0,31.0,3.12,10.79,19.23,20.3
TATAMOTORS,Mar 2019,301938,24664.0,-28724,8.0,-100.0,-9.51,8.17,-422.58,-415.96
TATAMOTORS,Mar 2020,261068,17987.0,-11975,7.0,-39.0,-4.59,6.89,-61.0,-58.31
TATAMOTORS,Mar 2021,249795,32287.0,-13395,13.0,-41.0,-5.36,12.93,5.13,11.86
TATAMOTORS,Mar 2022,278454,24720.0,-11309,9.0,-34.0,-4.06,8.88,-17.07,-15.57
TATAMOTORS,Mar 2023,345967,31816.0,2690,9.0,7.0,0.78,9.2,-120.59,-123.79
TATAMOTORS,Mar 2024,437928,59538.0,31807,14.0,94.0,7.26,13.6,1242.86,1082.42
TATAMOTORS,TTM,440061,60497.0,33816,14.0,99.0,7.68,13.75,5.32,6.32
TATAPOWER,Mar 2013,33177,5595.0,123,17.0,0.0,0.37,16.86,,
TATAPOWER,Mar 2014,35726,6916.0,12,19.0,-1.0,0.03,19.36,-inf,-90.24
TATAPOWER,Mar 2015,33593,6301.0,457,19.0,1.0,1.36,18.76,-200.0,3708.33
TATAPOWER,Mar 2016,29494,2105.0,786,7.0,2.0,2.66,7.14,100.0,71.99
TATAPOWER,Mar 2017,27588,5473.0,1100,20.0,3.0,3.99,19.84,50.0,39.95
TATAPOWER,Mar 2018,26840,2295.0,2611,9.0,9.0,9.73,8.55,200.0,137.36
TATAPOWER,Mar 2019,29881,3070.0,2606,10.0,9.0,8.72,10.27,0.0,-0.19
TATAPOWER,Mar 2020,29136,6805.0,1316,23.0,4.0,4.52,23.36,-55.56,-49.5
TATAPOWER,Mar 2021,32703,6921.0,1439,21.0,4.0,4.4,21.16,0.0,9.35
TATAPOWER,Mar 2022,42816,7031.0,2156,16.0,5.0,5.04,16.42,25.0,49.83
TATAPOWER,Mar 2023,55109,7728.0,3810,14.0,10.0,6.91,14.02,100.0,76.72
TATAPOWER,Mar 2024,61449,10735.0,4280,17.0,12.0,6.97,17.47,20.0,12.34
TATAPOWER,TTM,63489,11057.0,4403,17.0,12.0,6.94,17.42,0.0,2.87
TATASTEEL,Mar 2013,134712,3965.0,-7272,3.0,-6.0,-5.4,2.94,,
TATASTEEL,Mar 2014,148614,16184.0,3665,11.0,3.0,2.47,10.89,-150.0,-150.4
TATASTEEL,Mar 2015,139504,3409.0,-3939,2.0,-3.0,-2.82,2.44,-200.0,-207.48
TATASTEEL,Mar 2016,101965,-625.0,-497,-1.0,0.0,-0.49,-0.61,-100.0,-87.38
TATASTEEL,Mar 2017,112299,13144.0,-4169,12.0,-4.0,-3.71,11.7,-inf,738.83
TATASTEEL,Mar 2018,123249,21433.0,17743,17.0,12.0,14.4,17.39,-400.0,-525.59
TATASTEEL,Mar 2019,157669,29318.0,9122,19.0,9.0,5.79,18.59,-25.0,-48.59
TATASTEEL,Mar 2020,139817,17463.0,1174,12.0,1.0,0.84,12.49,-88.89,-87.13
TATASTEEL,Mar 2021,156294,30504.0,8190,20.0,6.0,5.24,19.52,500.0,597.61
TATASTEEL,Mar 2022,243959,63490.0,41749,26.0,33.0,17.11,26.02,450.0,409.76
TATASTEEL,Mar 2023,243353,32300.0,8075,13.0,7.0,3.32,13.27,-78.79,-80.66
TATASTEEL,Mar 2024,229171,22248.0,-4910,10.0,-4.0,-2.14,9.71,-157.14,-160.8
TATASTEEL,TTM,221012,25314.0,2527,11.0,2.0,1.14,11.45,-150.0,-151.47
TCS,Mar 2013,62989,18040.0,14076,29.0,36.0,22.35,28.64,,
TCS,Mar 2014,81809,25153.0,19332,31.0,49.0,23.63,30.75,36.11,37.34
TCS,Mar 2015,94648,24482.0,20060,26.0,51.0,21.19,25.87,4.08,3.77
TCS,Mar 2016,108646,30677.0,24338,28.0,62.0,22.4,28.24,21.57,21.33
TCS,Mar 2017,117966,32311.0,26357,27.0,67.0,22.34,27.39,8.06,8.3
TCS,Mar 2018,123104,32516.0,25880,26.0,67.0,21.02,26.41,0.0,-1.81
TCS,Mar 2019,146463,39506.0,31562,27.0,84.0,21.55,26.97,25.37,21.96
TCS,Mar 2020,156949,42109.0,32447,27.0,86.0,20.67,26.83,2.38,2.8
TCS,Mar 2021,164177,46546.0,32562,28.0,88.0,19.83,28.35,2.33,0.35
TCS,Mar 2022,191754,53057.0,38449,28.0,105.0,20.05,27.67,19.32,18.08
TCS,Mar 2023,225458,59259.0,42303,26.0,115.0,18.76,26.28,9.52,10.02
TCS,Mar 2024,240893,64296.0,46099,27.0,127.0,19.14,26.69,10.43,8.97
TCS,TTM,252082,67591.0,49006,27.0,135.0,19.44,26.81,6.3,6.31
TECHM,Mar 2013,6873,1422.0,1307,21.0,25.0,19.02,20.69,,
TECHM,Mar 2014,18802,4172.0,3062,22.0,32.0,16.29,22.19,28.0,134.28
TECHM,Mar 2015,22621,4193.0,2659,19.0,27.0,11.75,18.54,-15.62,-13.16
TECHM,Mar 2016,26494,4260.0,3027,16.0,31.0,11.43,16.08,14.81,13.84
TECHM,Mar 2017,29141,4184.0,2851,14.0,29.0,9.78,14.36,-6.45,-5.81
TECHM,Mar 2018,30773,4710.0,3786,15.0,39.0,12.3,15.31,34.48,32.8
TECHM,Mar 2019,34742,6271.0,4289,18.0,44.0,12.35,18.05,12.82,13.29
TECHM,Mar 2020,36868,5503.0,3897,15.0,42.0,10.57,14.93,-4.55,-9.14
TECHM,Mar 2021,37855,6796.0,4353,18.0,46.0,11.5,17.95,9.52,11.7
TECHM,Mar 2022,44646,8020.0,5630,18.0,57.0,12.61,17.96,23.91,29.34
TECHM,Mar 2023,53290,7763.0,4857,15.0,50.0,9.11,14.57,-12.28,-13.73
TECHM,Mar 2024,51996,4506.0,2397,9.0,24.0,4.61,8.67,-52.0,-50.65
TECHM,TTM,52476,6223.0,3775,12.0,38.0,7.19,11.86,58.33,57.49
TITAN,Mar 2013,10123,1014.0,725,10.0,8.0,7.16,10.02,,
TITAN,Mar 2014,10927,1047.0,735,10.0,8.0,6.73,9.58,0.0,1.38
TITAN,Mar 2015,11913,1153.0,816,10.0,9.0,6.85,9.68,12.5,11.02
TITAN,Mar 2016,11276,939.0,675,8.0,8.0,5.99,8.33,-11.11,-17.28
TITAN,Mar 2017,13261,1164.0,697,9.0,8.0,5.26,8.78,0.0,3.26
TITAN,Mar 2018,16120,1644.0,1102,10.0,13.0,6.84,10.2,62.5,58.11
TITAN,Mar 2019,19779,1994.0,1389,10.0,16.0,7.02,10.08,23.08,26.04
TITAN,Mar 2020,21052,2463.0,1493,12.0,17.0,7.09,11.7,6.25,7.49
TITAN,Mar 2021,21644,1725.0,974,8.0,11.0,4.5,7.97,-35.29,-34.76
TITAN,Mar 2022,28799,3344.0,2198,12.0,24.0,7.63,11.61,118.18,125.67
TITAN,Mar 2023,40575,4882.0,3274,12.0,37.0,8.07,12.03,54.17,48.95
TITAN,Mar 2024,51084,5292.0,3496,10.0,39.0,6.84,10.36,5.41,6.78
TITAN,TTM,54458,5239.0,3243,10.0,37.0,5.96,9.62,-5.13,-7.24
TORNTPHARM,Mar 2013,3203,697.0,435,22.0,13.0,13.58,21.76,,
TORNTPHARM,Mar 2014,4172,955.0,664,23.0,20.0,15.92,22.89,53.85,52.64
TORNTPHARM,Mar 2015,4636,1020.0,751,22.0,22.0,16.2,22.0,10.0,13.1
TORNTPHARM,Mar 2016,6687,2733.0,1733,41.0,51.0,25.92,40.87,131.82,130.76
TORNTPHARM,Mar 2017,5816,1377.0,934,24.0,28.0,16.06,23.68,-45.1,-46.11
TORNTPHARM,Mar 2018,5950,1349.0,678,23.0,20.0,11.39,22.67,-28.57,-27.41
TORNTPHARM,Mar 2019,7673,1983.0,436,26.0,13.0,5.68,25.84,-35.0,-35.69
TORNTPHARM,Mar 2020,7939,2170.0,1025,27.0,30.0,12.91,27.33,130.77,135.09
TORNTPHARM,Mar 2021,8005,2480.0,1252,31.0,37.0,15.64,30.98,23.33,22.15
TORNTPHARM,Mar 2022,8508,2431.0,777,29.0,23.0,9.13,28.57,-37.84,-37.94
TORNTPHARM,Mar 2023,9620,2842.0,1245,30.0,37.0,12.94,29.54,60.87,60.23
TORNTPHARM,Mar 2024,10728,3368.0,1656,31.0,49.0,15.44,31.39,32.43,33.01
TORNTPHARM,TTM,11302,3640.0,1862,32.0,55.0,16.47,32.21,12.24,12.44
TRENT,Mar 2013,2132,5.0,-27,0.0,-1.0,-1.27,0.23,,
TRENT,Mar 2014,2333,-10.0,-19,0.0,-1.0,-0.81,-0.43,0.0,-29.63
TRENT,Mar 2015,2284,88.0,129,4.0,4.0,5.65,3.85,-500.0,-778.95
TRENT,Mar 2016,1686,90.0,55,5.0,2.0,3.26,5.34,-50.0,-57.36
TRENT,Mar 2017,1812,134.0,85,7.0,3.0,4.69,7.4,50.0,54.55
TRENT,Mar 2018,2157,208.0,87,10.0,3.0,4.03,9.64,0.0,2.35
TRENT,Mar 2019,2630,241.0,95,9.0,3.0,3.61,9.16,0.0,9.2
TRENT,Mar 2020,3486,529.0,106,15.0,3.0,3.04,15.17,0.0,11.58
TRENT,Mar 2021,2593,114.0,-181,4.0,-4.0,-6.98,4.4,-233.33,-270.75
TRENT,Mar 2022,4498,595.0,35,13.0,3.0,0.78,13.23,-175.0,-119.34
TRENT,Mar 2023,8242,1114.0,394,14.0,13.0,4.78,13.52,333.33,1025.71
TRENT,Mar 2024,12375,1971.0,1477,16.0,42.0,11.94,15.93,223.08,274.87
TRENT,TTM,15025,2354.0,1809,16.0,51.0,12.04,15.67,21.43,22.48
TVSMOTOR,Mar 2013,7510,438.0,198,6.0,4.0,2.64,5.83,,
TVSMOTOR,Mar 2014,8384,492.0,187,6.0,4.0,2.23,5.87,0.0,-5.56
TVSMOTOR,Mar 2015,10256,605.0,328,6.0,7.0,3.2,5.9,75.0,75.4
TVSMOTOR,Mar 2016,11377,819.0,429,7.0,9.0,3.77,7.2,28.57,30.79
TVSMOTOR,Mar 2017,12463,871.0,509,7.0,11.0,4.08,6.99,22.22,18.65
TVSMOTOR,Mar 2018,16340,1571.0,665,10.0,14.0,4.07,9.61,27.27,30.65
TVSMOTOR,Mar 2019,20160,2163.0,725,11.0,15.0,3.6,10.73,7.14,9.02
TVSMOTOR,Mar 2020,18849,2264.0,647,12.0,13.0,3.43,12.01,-13.33,-10.76
TVSMOTOR,Mar 2021,19421,2232.0,608,11.0,13.0,3.13,11.49,0.0,-6.03
TVSMOTOR,Mar 2022,24355,2755.0,731,11.0,16.0,3.0,11.31,23.08,20.23
TVSMOTOR,Mar 2023,31974,4027.0,1309,13.0,28.0,4.09,12.59,75.0,79.07
TVSMOTOR,Mar 2024,39145,5500.0,1779,14.0,36.0,4.54,14.05,28.57,35.91
TVSMOTOR,TTM,42886,6190.0,2094,14.0,42.0,4.88,14.43,16.67,17.71
ULTRACEMCO,Mar 2013,20514,4839.0,2688,24.0,98.0,13.1,23.59,,
ULTRACEMCO,Mar 2014,20730,4035.0,2213,19.0,80.0,10.68,19.46,-18.37,-17.67
ULTRACEMCO,Mar 2015,23306,4425.0,2102,19.0,76.0,9.02,18.99,-5.0,-5.02
ULTRACEMCO,Mar 2016,25153,4901.0,2480,19.0,90.0,9.86,19.48,18.42,17.98
ULTRACEMCO,Mar 2017,25375,5212.0,2714,21.0,99.0,10.7,20.54,10.0,9.44
ULTRACEMCO,Mar 2018,30979,6145.0,2224,20.0,81.0,7.18,19.84,-18.18,-18.05
ULTRACEMCO,Mar 2019,41462,7347.0,2400,18.0,88.0,5.79,17.72,8.64,7.91
ULTRACEMCO,Mar 2020,42430,9246.0,5751,22.0,199.0,13.55,21.79,126.14,139.63
ULTRACEMCO,Mar 2021,44726,11568.0,5462,26.0,189.0,12.21,25.86,-5.03,-5.03
ULTRACEMCO,Mar 2022,52599,11514.0,7334,22.0,254.0,13.94,21.89,34.39,34.27
ULTRACEMCO,Mar 2023,63240,10620.0,5073,17.0,175.0,8.02,16.79,-31.1,-30.83
ULTRACEMCO,Mar 2024,70908,12969.0,7004,18.0,243.0,9.88,18.29,38.86,38.06
ULTRACEMCO,TTM,71317,12056.0,6252,17.0,216.0,8.77,16.9,-11.11,-10.74
UNIONBANK,Mar 2013,25169,325.0,2146,1.0,36.0,8.53,1.29,,
UNIONBANK,Mar 2014,29394,-902.0,1687,-3.0,27.0,5.74,-3.07,-25.0,-21.39
UNIONBANK,Mar 2015,32164,-973.0,1771,-3.0,28.0,5.51,-3.03,3.7,4.98
UNIONBANK,Mar 2016,32316,-1928.0,1347,-6.0,20.0,4.17,-5.97,-28.57,-23.94
UNIONBANK,Mar 2017,32817,-4830.0,573,-15.0,8.0,1.75,-14.72,-60.0,-57.46
UNIONBANK,Mar 2018,32952,-11700.0,-5212,-36.0,-45.0,-15.82,-35.51,-662.5,-1009.6
UNIONBANK,Mar 2019,34314,-8601.0,-2922,-25.0,-17.0,-8.52,-25.07,-62.22,-43.94
UNIONBANK,Mar 2020,37479,-9523.0,-3121,-25.0,-9.0,-8.33,-25.41,-47.06,6.81
UNIONBANK,Mar 2021,69311,-11071.0,2863,-16.0,4.0,4.13,-15.97,-144.44,-191.73
UNIONBANK,Mar 2022,68230,-4213.0,5265,-6.0,8.0,7.72,-6.17,100.0,83.9
UNIONBANK,Mar 2023,81163,-3024.0,8512,-4.0,12.0,10.49,-3.73,50.0,61.67
UNIONBANK,Mar 2024,100376,4590.0,13797,5.0,18.0,13.75,4.57,50.0,62.09
UNIONBANK,TTM,107058,2090.0,16344,2.0,21.0,15.27,1.95,16.67,18.46
UNITDSPR,Mar 2013,10378,1091.0,-105,11.0,-2.0,-1.01,10.51,,
UNITDSPR,Mar 2014,10508,-3368.0,-4489,-32.0,-62.0,-42.72,-32.05,3000.0,4175.24
UNITDSPR,Mar 2015,9254,-366.0,-1687,-4.0,-23.0,-18.23,-3.96,-62.9,-62.42
UNITDSPR,Mar 2016,8495,333.0,143,4.0,2.0,1.68,3.92,-108.7,-108.48
UNITDSPR,Mar 2017,8818,991.0,93,11.0,1.0,1.05,11.24,-50.0,-34.97
UNITDSPR,Mar 2018,8591,1209.0,652,14.0,9.0,7.59,14.07,800.0,601.08
UNITDSPR,Mar 2019,9341,1394.0,684,15.0,10.0,7.32,14.92,11.11,4.91
UNITDSPR,Mar 2020,9325,1569.0,621,17.0,9.0,6.66,16.83,-10.0,-9.21
UNITDSPR,Mar 2021,8131,1051.0,362,13.0,5.0,4.45,12.93,-44.44,-41.71
UNITDSPR,Mar 2022,9712,1595.0,811,16.0,11.0,8.35,16.42,120.0,124.03
UNITDSPR,Mar 2023,10612,1417.0,1126,13.0,16.0,10.61,13.35,45.45,38.84
UNITDSPR,Mar 2024,11321,2000.0,1408,18.0,19.0,12.44,17.67,18.75,25.04
UNITDSPR,TTM,11821,2111.0,1402,18.0,19.0,11.86,17.86,0.0,-0.43
VBL,Dec 2012,1800,228.0,25,13.0,2.0,1.39,12.67,,
VBL,Dec 2013,2115,291.0,-40,14.0,0.0,-1.89,13.76,-100.0,-260.0
VBL,Dec 2014,2502,387.0,-20,15.0,0.0,-0.8,15.47,,-50.0
VBL,Dec 2015,3394,642.0,113,19.0,1.0,3.33,18.92,inf,-665.0
VBL,Dec 2016,3861,810.0,48,21.0,0.0,1.24,20.98,-100.0,-57.52
VBL,Dec 2017,4004,838.0,214,21.0,1.0,5.34,20.93,inf,345.83
VBL,Dec 2018,5105,1036.0,300,20.0,1.0,5.88,20.29,0.0,40.19
VBL,Dec 2019,7130,1462.0,472,21.0,1.0,6.62,20.5,0.0,57.33
VBL,Dec 2020,6450,1215.0,357,19.0,1.0,5.53,18.84,0.0,-24.36
VBL,Dec 2021,8823,1694.0,746,19.0,2.0,8.46,19.2,100.0,108.96
VBL,Dec 2022,13173,2863.0,1550,22.0,5.0,11.77,21.73,150.0,107.77
VBL,Dec 2023,16043,3717.0,2102,23.0,6.0,13.1,23.17,20.0,35.61
VBL,TTM,18987,4549.0,2582,24.0,8.0,13.6,23.96,33.33,22.84
VEDL,Mar 2013,2749,465.0,2280,17.0,26.0,82.94,16.92,,
VEDL,Mar 2014,66152,19595.0,11421,30.0,21.0,17.26,29.62,-19.23,400.92
VEDL,Mar 2015,73710,22114.0,-11369,30.0,-53.0,-15.42,30.0,-352.38,-199.54
VEDL,Mar 2016,64262,-18479.0,-17862,-29.0,-41.0,-27.8,-28.76,-22.64,57.11
VEDL,Mar 2017,72225,21376.0,11316,30.0,23.0,15.67,29.6,-156.1,-163.35
VEDL,Mar 2018,91866,24877.0,13692,27.0,28.0,14.9,27.08,21.74,21.0
VEDL,Mar 2019,92048,23171.0,9698,25.0,19.0,10.54,25.17,-32.14,-29.17
VEDL,Mar 2020,84447,20743.0,-4744,25.0,-18.0,-5.62,24.56,-194.74,-148.92
VEDL,Mar 2021,88021,27318.0,15032,31.0,31.0,17.08,31.04,-272.22,-416.86
VEDL,Mar 2022,132732,44824.0,23710,34.0,51.0,17.86,33.77,64.52,57.73
VEDL,Mar 2023,147308,34431.0,14503,23.0,28.0,9.85,23.37,-45.1,-38.83
VEDL,Mar 2024,143727,35312.0,7539,25.0,11.0,5.25,24.57,-60.71,-48.02
VEDL,TTM,144448,37072.0,15841,26.0,30.0,10.97,25.66,172.73,110.12
WIPRO,Mar 2013,37430,7657.0,6182,20.0,5.0,16.52,20.46,,
WIPRO,Mar 2014,43424,9635.0,7991,22.0,6.0,18.4,22.19,20.0,29.26
WIPRO,Mar 2015,46951,10299.0,8714,22.0,7.0,18.56,21.94,16.67,9.05
WIPRO,Mar 2016,51244,10796.0,8957,21.0,7.0,17.48,21.07,0.0,2.79
WIPRO,Mar 2017,55448,11321.0,8518,20.0,7.0,15.36,20.42,0.0,-4.9
WIPRO,Mar 2018,54487,10387.0,8003,19.0,7.0,14.69,19.06,0.0,-6.05
WIPRO,Mar 2019,59019,11613.0,9018,20.0,7.0,15.28,19.68,0.0,12.68
WIPRO,Mar 2020,61138,12342.0,9772,20.0,9.0,15.98,20.19,28.57,8.36
WIPRO,Mar 2021,61935,14771.0,10868,24.0,10.0,17.55,23.85,11.11,11.22
WIPRO,Mar 2022,79312,16684.0,12243,21.0,11.0,15.44,21.04,10.0,12.65
WIPRO,Mar 2023,90488,16839.0,11366,19.0,10.0,12.56,18.61,-9.09,-7.16
WIPRO,Mar 2024,89760,16752.0,11112,19.0,11.0,12.38,18.66,10.0,-2.23
WIPRO,TTM,88792,17773.0,12488,20.0,12.0,14.06,20.02,9.09,12.38
ZOMATO,Mar 2018,466,-92.0,-107,-20.0,-3070.0,-22.96,-19.74,,
ZOMATO,Mar 2019,1313,-2243.0,-1010,-171.0,-28574.0,-76.92,-170.83,830.75,843.93
ZOMATO,Mar 2020,2605,-2305.0,-2386,-88.0,-70097.0,-91.59,-88.48,145.32,136.24
ZOMATO,Mar 2021,1994,-467.0,-816,-23.0,-23124.0,-40.92,-23.42,-67.01,-65.8
ZOMATO,Mar 2022,4192,-1851.0,-1222,-44.0,-2.0,-29.15,-44.16,-99.99,49.75
ZOMATO,Mar 2023,7079,-1211.0,-971,-17.0,-1.0,-13.72,-17.11,-50.0,-20.54
ZOMATO,Mar 2024,12114,43.0,351,0.0,0.0,2.9,0.35,-100.0,-136.15
ZOMATO,TTM,17972,651.0,663,4.0,1.0,3.69,3.62,inf,88.89
ZYDUSLIFE,Mar 2013,6358,1130.0,690,18.0,6.0,10.85,17.77,,
ZYDUSLIFE,Mar 2014,7224,1203.0,836,17.0,8.0,11.57,16.65,33.33,21.16
ZYDUSLIFE,Mar 2015,8651,1756.0,1188,20.0,11.0,13.73,20.3,37.5,42.11
ZYDUSLIFE,Mar 2016,9427,2332.0,1964,25.0,19.0,20.83,24.74,72.73,65.32
ZYDUSLIFE,Mar 2017,9376,1902.0,1517,20.0,15.0,16.18,20.29,-21.05,-22.76
ZYDUSLIFE,Mar 2018,11905,2831.0,1810,24.0,17.0,15.2,23.78,13.33,19.31
ZYDUSLIFE,Mar 2019,13166,2991.0,1899,23.0,18.0,14.42,22.72,5.88,4.92
ZYDUSLIFE,Mar 2020,14253,2798.0,1204,20.0,11.0,8.45,19.63,-38.89,-36.6
ZYDUSLIFE,Mar 2021,14404,3391.0,2185,24.0,21.0,15.17,23.54,90.91,81.48
ZYDUSLIFE,Mar 2022,15110,3342.0,4618,22.0,44.0,30.56,22.12,109.52,111.35
ZYDUSLIFE,Mar 2023,17237,3860.0,2092,22.0,19.0,12.14,22.39,-56.82,-54.7
ZYDUSLIFE,Mar 2024,19547,5384.0,3973,28.0,38.0,20.33,27.54,100.0,89.91
ZYDUSLIFE,TTM,21484,6278.0,4439,29.0,43.0,20.66,29.22,13.16,11.73
INDIGO,Mar 2013,9203,8348.0,787,855.0,25647.0,8.55,90.71,,
INDIGO,Mar 2014,11117,10684.0,474,433.0,15454.0,4.26,96.11,-39.74,-39.77
INDIGO,Mar 2015,13925,12022.0,1304,1904.0,42481.0,9.36,86.33,174.89,175.11
INDIGO,Mar 2016,16140,12976.0,1986,3164.0,55.0,12.3,80.4,-99.87,52.3
INDIGO,Mar 2017,18580,16362.0,1659,2219.0,46.0,8.93,88.06,-16.36,-16.47
INDIGO,Mar 2018,23021,19991.0,2242,3030.0,58.0,9.74,86.84,26.09,35.14
INDIGO,Mar 2019,28497,28648.0,156,-151.0,4.0,0.55,100.53,-93.1,-93.04
INDIGO,Mar 2020,35756,31687.0,-248,4069.0,-6.0,-0.69,88.62,-250.0,-258.97
INDIGO,Mar 2021,14641,14638.0,-6171,2.0,-151.0,-42.15,99.98,2416.67,2388.31
INDIGO,Mar 2022,25931,25373.0,-317,558.0,-160.0,-1.22,97.85,5.96,-94.86
INDIGO,Mar 2023,54446,47926.0,-317,6521.0,-8.0,-0.58,88.02,-95.0,0.0
INDIGO,Mar 2024,68904,52573.0,8167,16331.0,212.0,11.85,76.3,-2750.0,-2676.34
INDIGO,TTM,76476,60568.0,6074,15908.0,157.0,7.94,79.2,-25.94,-25.63
